level,module,eclass,abstract,current_container,proposed_container,feature,feature_kind,feature_type,opposite,verdict,rationale,flags
psm,awspsm-messaging.emf,SnsTopic,False,(none),(none),kmsKey,ref,KmsKey,,flag: unreachable,cross-link,unreachable
psm,awspsm-messaging.emf,SnsTopic,False,(none),(none),subscriptions,ref,SnsSubscription,topic,ref,cross-link,unreachable
psm,awspsm-messaging.emf,SnsTopic,False,(none),(none),topicPolicies,ref,SnsTopicPolicy,topics,ref,cross-link,unreachable
psm,awspsm-messaging.emf,SnsTopicPolicy,False,(none),(none),policyDocument,val,IamPolicyDocument,,flag: unreachable,containment owner,unreachable
psm,awspsm-messaging.emf,SnsTopicPolicy,False,(none),(none),topics,ref,SnsTopic,topicPolicies,ref,cross-link,unreachable
psm,awspsm-compute.emf,SqsLambdaEventSourceMapping,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-integrations.emf,SqsLambdaEventSourceView,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-messaging.emf,SqsQueue,False,(none),(none),redrivePolicy,val,SqsRedrivePolicy,,flag: unreachable,containment owner,unreachable
psm,awspsm-messaging.emf,SqsQueue,False,(none),(none),redriveAllowPolicy,val,SqsRedriveAllowPolicy,,val,containment owner,unreachable
psm,awspsm-messaging.emf,SqsQueue,False,(none),(none),kmsKey,ref,KmsKey,,ref,cross-link,unreachable
psm,awspsm-messaging.emf,SqsQueue,False,(none),(none),queuePolicies,ref,SqsQueuePolicy,queues,ref,cross-link,unreachable
psm,awspsm-messaging.emf,SqsQueuePolicy,False,(none),(none),policyDocument,val,IamPolicyDocument,,flag: unreachable,containment owner,unreachable
psm,awspsm-messaging.emf,SqsQueuePolicy,False,(none),(none),queues,ref,SqsQueue,queuePolicies,ref,cross-link,unreachable
psm,awspsm-messaging.emf,SqsRedriveAllowPolicy,False,SqsQueue.redriveAllowPolicy,SqsQueue.redriveAllowPolicy,sourceQueues,ref,SqsQueue,,ref,cross-link,
psm,awspsm-messaging.emf,SqsRedrivePolicy,False,SqsQueue.redrivePolicy,SqsQueue.redrivePolicy,,,,,ok,leaf classifier,
psm,awspsm-security.emf,SsmParameter,False,(none),(none),value,val,ValueExpression,,flag: unreachable,containment owner,unreachable
psm,awspsm-security.emf,SsmParameter,False,(none),(none),kmsKey,ref,KmsKey,,ref,cross-link,unreachable
psm,awspsm-security.emf,SsmParameterValueExpression,False,(none),(none),ssmParameter,ref,SsmParameter,,flag: unreachable,cross-link,unreachable
psm,awspsm-integrations.emf,StepFunctionEventBridgeTargetView,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-workflow.emf,StepFunctionLoggingConfig,False,StepFunctionStateMachine.logging,StepFunctionStateMachine.logging,,,,,ok,leaf classifier,
psm,awspsm-workflow.emf,StepFunctionStateMachine,False,(none),(none),logging,val,StepFunctionLoggingConfig,,flag: unreachable,containment owner,unreachable
psm,awspsm-workflow.emf,StepFunctionStateMachine,False,(none),(none),tracing,val,StepFunctionTracingConfig,,val,containment owner,unreachable
psm,awspsm-workflow.emf,StepFunctionStateMachine,False,(none),(none),aslDocument,val,AslDocument,,val,containment owner,unreachable
psm,awspsm-workflow.emf,StepFunctionStateMachine,False,(none),(none),samEvents,val,SamStateMachineEvent,,val,containment owner,unreachable
psm,awspsm-workflow.emf,StepFunctionTracingConfig,False,StepFunctionStateMachine.tracing,StepFunctionStateMachine.tracing,,,,,ok,leaf classifier,
psm,awspsm-networking.emf,Subnet,False,(none),(none),vpc,ref,Vpc,,flag: unreachable,cross-link,unreachable
psm,awspsm-core.emf,TracingConfig,True,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-core.emf,ValueExpression,False,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,items,val,ValueExpression,,flag: multiple-containment,containment owner,multiple-containment
psm,awspsm-core.emf,ValueExpression,False,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,entries,val,NamedValueExpression,,val,containment owner,multiple-containment
psm,awspsm-core.emf,ValueExpression,False,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,resource,ref,AwsResource,,ref,cross-link,multiple-containment
psm,awspsm-core.emf,ValueExpression,False,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,ValueExpression.items; CfnParameter.defaultValue; CfnCondition.expressionValue; EventBridgeTarget.input; SecretsManagerSecret.secretValue; SsmParameter.value,parameter,ref,CfnParameter,,ref,cross-link,multiple-containment
psm,awspsm-networking.emf,Vpc,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-networking.emf,VpcAttachmentConfig,False,AwsLambdaFunction.vpcConfig,AwsLambdaFunction.vpcConfig,requiredEndpoints,val,VpcEndpointReference,,val,containment owner,
psm,awspsm-networking.emf,VpcAttachmentConfig,False,AwsLambdaFunction.vpcConfig,AwsLambdaFunction.vpcConfig,vpc,ref,Vpc,,ref,cross-link,
psm,awspsm-networking.emf,VpcAttachmentConfig,False,AwsLambdaFunction.vpcConfig,AwsLambdaFunction.vpcConfig,subnets,ref,Subnet,,ref,cross-link,
psm,awspsm-networking.emf,VpcAttachmentConfig,False,AwsLambdaFunction.vpcConfig,AwsLambdaFunction.vpcConfig,securityGroups,ref,SecurityGroup,,ref,cross-link,
psm,awspsm-networking.emf,VpcEndpoint,False,(none),(none),vpc,ref,Vpc,,flag: unreachable,cross-link,unreachable
psm,awspsm-networking.emf,VpcEndpoint,False,(none),(none),subnets,ref,Subnet,,ref,cross-link,unreachable
psm,awspsm-networking.emf,VpcEndpoint,False,(none),(none),securityGroups,ref,SecurityGroup,,ref,cross-link,unreachable
psm,awspsm-networking.emf,VpcEndpointReference,False,VpcAttachmentConfig.requiredEndpoints,VpcAttachmentConfig.requiredEndpoints,,,,,ok,leaf classifier,
psm,awspsm-api.emf,WafWebAclAssociation,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-api.emf,WebSocketApi,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-api.emf,WebSocketRoute,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
psm,awspsm-api.emf,WebSocketStage,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
