level,module,eclass,abstract,current_container,proposed_container,feature,feature_kind,feature_type,opposite,verdict,rationale,flags
cim,cim-organization.emf,AcceptanceCriterion,False,Requirement.acceptanceCriteria,Requirement.acceptanceCriteria,,,,,ok,leaf classifier,
cim,cim-organization.emf,Actor,False,CIMModel.actors,CIMModel.actors,playsRoles,ref,Role,assignedTo,ref,cross-link,
cim,cim-organization.emf,Actor,False,CIMModel.actors,CIMModel.actors,issuesCommands,ref,Command,issuedBy,ref,cross-link,
cim,cim-organization.emf,Actor,False,CIMModel.actors,CIMModel.actors,issuesQueries,ref,Query,issuedBy,ref,cross-link,
cim,cim-organization.emf,Actor,False,CIMModel.actors,CIMModel.actors,observesEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-domain-data.emf,AggregateCandidate,False,CIMModel.aggregates,CIMModel.aggregates,invariants,val,BusinessInvariant,,val,containment owner,
cim,cim-domain-data.emf,AggregateCandidate,False,CIMModel.aggregates,CIMModel.aggregates,members,ref,DomainEntity,,ref,cross-link,
cim,cim-domain-data.emf,AggregateCandidate,False,CIMModel.aggregates,CIMModel.aggregates,context,ref,BoundedContextCandidate,,ref,cross-link,
cim,cim-domain-data.emf,AggregateCandidate,False,CIMModel.aggregates,CIMModel.aggregates,handledCommands,ref,Command,,ref,cross-link,
cim,cim-domain-data.emf,AggregateCandidate,False,CIMModel.aggregates,CIMModel.aggregates,emittedEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-transformation.emf,Assumption,False,CIMModel.assumptions,CIMModel.assumptions,affectedElements,ref,ModelElement,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,glossaryTerms,val,UbiquitousLanguageTerm,context,val,containment owner,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,capabilities,ref,BusinessCapability,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,entities,ref,DomainEntity,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,commands,ref,Command,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,queries,ref,Query,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,events,ref,BusinessEvent,,ref,cross-link,
cim,cim-organization.emf,BoundedContextCandidate,False,CIMModel.boundedContexts,CIMModel.boundedContexts,policies,ref,Policy,,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,owner,ref,Actor,,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,supports,ref,BusinessGoal,,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,realizesRequirements,ref,Requirement,,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,containsCommands,ref,Command,targetCapability,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,containsQueries,ref,Query,targetCapability,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,containsEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,managesEntities,ref,DomainEntity,owningCapability,ref,cross-link,
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,ownsProcesses,ref,BusinessProcess,owningCapability,ref,duplicate ownership — remove,owns-ref
cim,cim-organization.emf,BusinessCapability,False,CIMModel.capabilities,CIMModel.capabilities,constrainedBy,ref,NonFunctionalRequirement,,ref,cross-link,owns-ref
cim,cim-behavior.emf,BusinessError,False,CIMModel.businessErrors,CIMModel.businessErrors,emittedEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,expectedByCommands,ref,Command,expectedEvents,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,rejectedByCommands,ref,Command,rejectionEvents,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,causedByExternalSystems,ref,ExternalSystem,producedEvents,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,consumedByExternalSystems,ref,ExternalSystem,consumedEvents,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,causedByPolicies,ref,Policy,emitsEvents,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,consumedByPolicies,ref,Policy,triggeredBy,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,consumedByProcesses,ref,BusinessProcess,,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,payload,ref,InformationItem,,ref,cross-link,
cim,cim-behavior.emf,BusinessEvent,False,CIMModel.events,CIMModel.events,affects,ref,DomainEntity,,ref,cross-link,
cim,cim-organization.emf,BusinessGoal,False,CIMModel.goals,CIMModel.goals,measuredBy,ref,KPI,measures,ref,cross-link,
cim,cim-organization.emf,BusinessGoal,False,CIMModel.goals,CIMModel.goals,refinedBy,ref,BusinessCapability,,ref,cross-link,
cim,cim-organization.emf,BusinessGoal,False,CIMModel.goals,CIMModel.goals,owners,ref,Stakeholder,ownsGoals,ref,cross-link,
cim,cim-domain-data.emf,BusinessInvariant,False,DomainEntity.invariants; AggregateCandidate.invariants,DomainEntity.invariants; AggregateCandidate.invariants,expressionModel,val,Expression,,flag: multiple-containment,containment owner,multiple-containment
cim,cim-domain-data.emf,BusinessInvariant,False,DomainEntity.invariants; AggregateCandidate.invariants,DomainEntity.invariants; AggregateCandidate.invariants,constrainedConcepts,ref,DomainConcept,,ref,cross-link,multiple-containment
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,steps,val,ProcessStep,,val,containment owner,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,transitions,val,ProcessTransition,,val,containment owner,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,exceptions,val,ExceptionScenario,,val,containment owner,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,temporalConstraints,val,TemporalConstraint,,val,containment owner,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,owningCapability,ref,BusinessCapability,ownsProcesses,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,triggeringActor,ref,Actor,,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,triggeringEvent,ref,BusinessEvent,,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,triggeringCommand,ref,Command,,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,preconditions,ref,Condition,,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,postconditions,ref,Condition,,ref,cross-link,
cim,cim-process-policy.emf,BusinessProcess,False,CIMModel.processes,CIMModel.processes,trigger,ref,ModelElement,,ref,cross-link,
cim,cim-root.emf,CIMModel,False,(none),(none),requirements,val,Requirement,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),requirementRelationships,val,RequirementRelationship,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),goals,val,BusinessGoal,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),kpis,val,KPI,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),stakeholders,val,Stakeholder,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),actors,val,Actor,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),roles,val,Role,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),capabilities,val,BusinessCapability,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),capabilityDependencies,val,CapabilityDependency,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),boundedContexts,val,BoundedContextCandidate,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),entities,val,DomainEntity,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),valueObjects,val,ValueObject,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),relationships,val,DomainRelationship,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),aggregates,val,AggregateCandidate,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),informationItems,val,InformationItem,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),classifications,val,DataClassification,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),commands,val,Command,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),queries,val,Query,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),events,val,BusinessEvent,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),businessErrors,val,BusinessError,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),conditions,val,Condition,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),processes,val,BusinessProcess,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),policies,val,Policy,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),decisionTables,val,DecisionTable,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),risks,val,Risk,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),assumptions,val,Assumption,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),hotspots,val,Hotspot,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),transformationProfile,val,TransformationProfile,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),traceModel,val,TraceModel,,val,containment owner,
cim,cim-root.emf,CIMModel,False,(none),(none),readiness,val,ProductionReadinessAssessment,,val,containment owner,
cim,cim-organization.emf,CapabilityDependency,False,CIMModel.capabilityDependencies,CIMModel.capabilityDependencies,,,,,ok,leaf classifier,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,outcomes,val,CommandOutcome,command,val,containment owner,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,issuedBy,ref,Actor,issuesCommands,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,targetCapability,ref,BusinessCapability,containsCommands,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,targetAggregate,ref,AggregateCandidate,,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,input,ref,InformationItem,,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,preconditions,ref,Condition,,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,expectedEvents,ref,BusinessEvent,expectedByCommands,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,rejectionEvents,ref,BusinessEvent,rejectedByCommands,ref,cross-link,
cim,cim-behavior.emf,Command,False,CIMModel.commands,CIMModel.commands,possibleErrors,ref,BusinessError,,ref,cross-link,
cim,cim-behavior.emf,CommandOutcome,False,Command.outcomes,Command.outcomes,emittedEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-behavior.emf,CommandOutcome,False,Command.outcomes,Command.outcomes,errors,ref,BusinessError,,ref,cross-link,
cim,cim-behavior.emf,CommandOutcome,False,Command.outcomes,Command.outcomes,output,ref,InformationItem,,ref,cross-link,
cim,cim-process-policy.emf,CommandStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-governance.emf,ComplianceConstraint,False,(none),(none),scopedElements,ref,ModelElement,,flag: unreachable,cross-link,unreachable
cim,cim-behavior.emf,Condition,False,CIMModel.conditions,CIMModel.conditions,expressionModel,val,Expression,,val,containment owner,
cim,cim-behavior.emf,Condition,False,CIMModel.conditions,CIMModel.conditions,referencedInformation,ref,InformationItem,,ref,cross-link,
cim,cim-behavior.emf,Condition,False,CIMModel.conditions,CIMModel.conditions,referencedConcepts,ref,DomainConcept,,ref,cross-link,
cim,cim-domain-data.emf,DataClassification,False,CIMModel.classifications,CIMModel.classifications,,,,,ok,leaf classifier,
cim,cim-process-policy.emf,DecisionRule,False,DecisionTable.rules; DecisionModel.rules,DecisionTable.rules; DecisionModel.rules,conditionExpression,val,Expression,,flag: multiple-containment,containment owner,multiple-containment
cim,cim-process-policy.emf,DecisionRule,False,DecisionTable.rules; DecisionModel.rules,DecisionTable.rules; DecisionModel.rules,outcomeExpression,val,Expression,,val,containment owner,multiple-containment
cim,cim-process-policy.emf,DecisionRule,False,DecisionTable.rules; DecisionModel.rules,DecisionTable.rules; DecisionModel.rules,resultingCommands,ref,Command,,ref,cross-link,multiple-containment
cim,cim-process-policy.emf,DecisionRule,False,DecisionTable.rules; DecisionModel.rules,DecisionTable.rules; DecisionModel.rules,resultingEvents,ref,BusinessEvent,,ref,cross-link,multiple-containment
cim,cim-process-policy.emf,DecisionStep,False,(none),(none),condition,ref,Condition,,flag: unreachable,cross-link,unreachable
cim,cim-process-policy.emf,DecisionStep,False,(none),(none),decisionTable,ref,DecisionTable,,ref,cross-link,unreachable
cim,cim-process-policy.emf,DecisionTable,False,CIMModel.decisionTables,CIMModel.decisionTables,rules,val,DecisionRule,,val,containment owner,
cim,cim-process-policy.emf,DecisionTable,False,CIMModel.decisionTables,CIMModel.decisionTables,inputs,ref,InformationItem,,ref,cross-link,
cim,cim-process-policy.emf,DecisionTable,False,CIMModel.decisionTables,CIMModel.decisionTables,outputs,ref,InformationItem,,ref,cross-link,
cim,cim-domain-data.emf,DomainConcept,True,(none),(none),outgoingRelationships,ref,DomainRelationship,source,flag: unreachable,cross-link,unreachable
cim,cim-domain-data.emf,DomainConcept,True,(none),(none),incomingRelationships,ref,DomainRelationship,target,ref,cross-link,unreachable
cim,cim-domain-data.emf,DomainEntity,False,CIMModel.entities,CIMModel.entities,lifecycleStates,val,LifecycleStateDefinition,,val,containment owner,
cim,cim-domain-data.emf,DomainEntity,False,CIMModel.entities,CIMModel.entities,invariants,val,BusinessInvariant,,val,containment owner,
cim,cim-domain-data.emf,DomainEntity,False,CIMModel.entities,CIMModel.entities,identityAttributes,ref,InformationItem,,ref,cross-link,
cim,cim-domain-data.emf,DomainEntity,False,CIMModel.entities,CIMModel.entities,attributes,ref,InformationItem,,ref,cross-link,
cim,cim-domain-data.emf,DomainEntity,False,CIMModel.entities,CIMModel.entities,owningCapability,ref,BusinessCapability,managesEntities,ref,cross-link,
cim,cim-domain-data.emf,DomainRelationship,False,CIMModel.relationships,CIMModel.relationships,,,,,ok,leaf classifier,
cim,cim-process-policy.emf,EndStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-process-policy.emf,EventStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-process-policy.emf,ExceptionScenario,False,BusinessProcess.exceptions,BusinessProcess.exceptions,errors,ref,BusinessError,,ref,cross-link,
cim,cim-process-policy.emf,ExceptionScenario,False,BusinessProcess.exceptions,BusinessProcess.exceptions,resultingEvents,ref,BusinessEvent,,ref,cross-link,
cim,cim-process-policy.emf,ExternalInteractionStep,False,(none),(none),exchangedInformation,ref,InformationItem,,flag: unreachable,cross-link,unreachable
cim,cim-organization.emf,ExternalSystem,False,(none),(none),exchangedInformation,ref,InformationItem,,flag: unreachable,cross-link,unreachable
cim,cim-organization.emf,ExternalSystem,False,(none),(none),producedEvents,ref,BusinessEvent,causedByExternalSystems,ref,cross-link,unreachable
cim,cim-organization.emf,ExternalSystem,False,(none),(none),consumedEvents,ref,BusinessEvent,consumedByExternalSystems,ref,cross-link,unreachable
cim,cim-transformation.emf,Hotspot,False,CIMModel.hotspots,CIMModel.hotspots,attachedTo,ref,ModelElement,,ref,cross-link,
cim,cim-process-policy.emf,HumanTaskStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,cardinality,val,Multiplicity,,flag: multiple-containment,containment owner,multiple-containment
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,subItems,val,InformationItem,parent,val,containment owner,multiple-containment
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,parent,ref,InformationItem,subItems,ref,back-pointer,multiple-containment
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,classification,ref,DataClassification,,ref,cross-link,multiple-containment
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,privacyConstraints,ref,PrivacyConstraint,dataItems,ref,cross-link,multiple-containment
cim,cim-domain-data.emf,InformationItem,False,InformationItem.subItems; CIMModel.informationItems,InformationItem.subItems; CIMModel.informationItems,complianceConstraints,ref,ComplianceConstraint,,ref,cross-link,multiple-containment
cim,cim-organization.emf,KPI,False,CIMModel.kpis,CIMModel.kpis,measures,ref,BusinessGoal,measuredBy,ref,cross-link,
cim,cim-domain-data.emf,LifecycleStateDefinition,False,DomainEntity.lifecycleStates,DomainEntity.lifecycleStates,,,,,ok,leaf classifier,
cim,cim-governance.emf,NonFunctionalRequirement,False,(none),(none),scenarios,val,QualityScenario,,flag: unreachable,containment owner,unreachable
cim,cim-governance.emf,NonFunctionalRequirement,False,(none),(none),constrainedElements,ref,ModelElement,,ref,cross-link,unreachable
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,expressionModel,val,Expression,,val,containment owner,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,triggeredBy,ref,BusinessEvent,consumedByPolicies,ref,cross-link,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,guards,ref,Command,,ref,cross-link,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,constrainsQueries,ref,Query,,ref,cross-link,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,emitsCommands,ref,Command,,ref,cross-link,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,emitsEvents,ref,BusinessEvent,causedByPolicies,ref,cross-link,
cim,cim-process-policy.emf,Policy,False,CIMModel.policies,CIMModel.policies,decisionTable,ref,DecisionTable,,ref,cross-link,
cim,cim-process-policy.emf,PolicyStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-governance.emf,PrivacyConstraint,False,(none),(none),dataItems,ref,InformationItem,privacyConstraints,flag: unreachable,cross-link,unreachable
cim,cim-governance.emf,PrivacyConstraint,False,(none),(none),dataSubjects,ref,Actor,,ref,cross-link,unreachable
cim,cim-process-policy.emf,ProcessStep,True,BusinessProcess.steps,BusinessProcess.steps,responsibleRoles,ref,Role,,ref,cross-link,
cim,cim-process-policy.emf,ProcessTransition,False,BusinessProcess.transitions,BusinessProcess.transitions,condition,val,Expression,,val,containment owner,
cim,cim-process-policy.emf,ProcessTransition,False,BusinessProcess.transitions,BusinessProcess.transitions,conditionRef,ref,Condition,,ref,cross-link,
cim,cim-governance.emf,QualityScenario,False,NonFunctionalRequirement.scenarios,NonFunctionalRequirement.scenarios,,,,,ok,leaf classifier,
cim,cim-behavior.emf,Query,False,CIMModel.queries,CIMModel.queries,input,ref,InformationItem,,ref,cross-link,
cim,cim-behavior.emf,Query,False,CIMModel.queries,CIMModel.queries,output,ref,InformationItem,,ref,cross-link,
cim,cim-behavior.emf,Query,False,CIMModel.queries,CIMModel.queries,reads,ref,DomainEntity,,ref,cross-link,
cim,cim-behavior.emf,Query,False,CIMModel.queries,CIMModel.queries,issuedBy,ref,Actor,issuesQueries,ref,cross-link,
cim,cim-behavior.emf,Query,False,CIMModel.queries,CIMModel.queries,targetCapability,ref,BusinessCapability,containsQueries,ref,cross-link,
cim,cim-process-policy.emf,QueryStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-organization.emf,Requirement,False,CIMModel.requirements,CIMModel.requirements,acceptanceCriteria,val,AcceptanceCriterion,,val,containment owner,
cim,cim-organization.emf,Requirement,False,CIMModel.requirements,CIMModel.requirements,supportsGoals,ref,BusinessGoal,,ref,cross-link,
cim,cim-organization.emf,Requirement,False,CIMModel.requirements,CIMModel.requirements,constrains,ref,ModelElement,,ref,cross-link,
cim,cim-organization.emf,Requirement,False,CIMModel.requirements,CIMModel.requirements,dependsOn,ref,Requirement,,ref,cross-link,
cim,cim-organization.emf,Requirement,False,CIMModel.requirements,CIMModel.requirements,conflictsWith,ref,Requirement,,ref,cross-link,
cim,cim-organization.emf,RequirementRelationship,False,CIMModel.requirementRelationships,CIMModel.requirementRelationships,,,,,ok,leaf classifier,
cim,cim-transformation.emf,Risk,False,CIMModel.risks,CIMModel.risks,affectedElements,ref,ModelElement,,ref,cross-link,
cim,cim-organization.emf,Role,False,CIMModel.roles,CIMModel.roles,assignedTo,ref,Actor,playsRoles,ref,cross-link,
cim,cim-governance.emf,SecurityConstraint,False,(none),(none),constrainedActors,ref,Actor,,flag: unreachable,cross-link,unreachable
cim,cim-governance.emf,SecurityConstraint,False,(none),(none),constrainedCommands,ref,Command,,ref,cross-link,unreachable
cim,cim-governance.emf,SecurityConstraint,False,(none),(none),constrainedQueries,ref,Query,,ref,cross-link,unreachable
cim,cim-governance.emf,SecurityConstraint,False,(none),(none),constrainedInformation,ref,InformationItem,,ref,cross-link,unreachable
cim,cim-organization.emf,Stakeholder,False,CIMModel.stakeholders,CIMModel.stakeholders,ownsGoals,ref,BusinessGoal,owners,flag: owns-ref,duplicate ownership — remove,owns-ref
cim,cim-organization.emf,Stakeholder,False,CIMModel.stakeholders,CIMModel.stakeholders,providesRequirements,ref,Requirement,,ref,cross-link,owns-ref
cim,cim-process-policy.emf,StartStep,False,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
cim,cim-process-policy.emf,TemporalConstraint,False,BusinessProcess.temporalConstraints,BusinessProcess.temporalConstraints,deadline,val,Expression,,val,containment owner,
cim,cim-process-policy.emf,TemporalConstraint,False,BusinessProcess.temporalConstraints,BusinessProcess.temporalConstraints,duration,val,Expression,,val,containment owner,
cim,cim-process-policy.emf,TemporalConstraint,False,BusinessProcess.temporalConstraints,BusinessProcess.temporalConstraints,ordering,val,Expression,,val,containment owner,
cim,cim-process-policy.emf,TemporalConstraint,False,BusinessProcess.temporalConstraints,BusinessProcess.temporalConstraints,constrainedElements,ref,ModelElement,,ref,cross-link,
cim,cim-transformation.emf,TransformationProfile,False,CIMModel.transformationProfile,CIMModel.transformationProfile,requiredDecisions,ref,ManualDecision,,ref,cross-link,
cim,cim-organization.emf,UbiquitousLanguageTerm,False,BoundedContextCandidate.glossaryTerms,BoundedContextCandidate.glossaryTerms,,,,,ok,leaf classifier,
cim,cim-domain-data.emf,ValueObject,False,CIMModel.valueObjects,CIMModel.valueObjects,attributes,ref,InformationItem,,ref,cross-link,
cim,cim-domain-data.emf,ValueObject,False,CIMModel.valueObjects,CIMModel.valueObjects,equalityAttributes,ref,InformationItem,,ref,cross-link,
cim,cim-process-policy.emf,WaitStep,False,(none),(none),durationExpressionModel,val,Expression,,flag: unreachable,containment owner,unreachable
kernel,kernel.emf,Annotation,False,ModelElement.annotations,ModelElement.annotations,,,,,ok,leaf classifier,
kernel,kernel.emf,Cardinality,False,SchemaField.cardinality,SchemaField.cardinality,,,,,ok,leaf classifier,
kernel,kernel.emf,Expression,False,Condition.expressionModel; BusinessInvariant.expressionModel; WaitStep.durationExpressionModel; ProcessTransition.condition; Policy.expressionModel; DecisionRule.conditionExpression; DecisionRule.outcomeExpression; TemporalConstraint.deadline; TemporalConstraint.duration; TemporalConstraint.ordering; Trigger.filter; SchemaValidationConstraint.expression; SchemaConstraint.expressionModel; Subscription.filter; BusinessRule.expression; AlertPolicy.conditionExpression; AuthorizationPolicy.rule; ChoiceStep.condition; WaitStep.condition; WorkflowTransition.condition,Condition.expressionModel; BusinessInvariant.expressionModel; WaitStep.durationExpressionModel; ProcessTransition.condition; Policy.expressionModel; DecisionRule.conditionExpression; DecisionRule.outcomeExpression; TemporalConstraint.deadline; TemporalConstraint.duration; TemporalConstraint.ordering; Trigger.filter; SchemaValidationConstraint.expression; SchemaConstraint.expressionModel; Subscription.filter; BusinessRule.expression; AlertPolicy.conditionExpression; AuthorizationPolicy.rule; ChoiceStep.condition; WaitStep.condition; WorkflowTransition.condition,referencedElements,ref,ModelElement,,flag: multiple-containment,cross-link,multiple-containment
kernel,kernel.emf,KeyValue,False,AwsStage.parameterOverrides,AwsStage.parameterOverrides,,,,,ok,leaf classifier,
kernel,kernel.emf,ManualDecision,False,ProductionReadinessAssessment.manualDecisions,ProductionReadinessAssessment.manualDecisions,assessment,ref,ProductionReadinessAssessment,manualDecisions,ref,back-pointer,
kernel,kernel.emf,ManualDecision,False,ProductionReadinessAssessment.manualDecisions,ProductionReadinessAssessment.manualDecisions,affectedElements,ref,ModelElement,,ref,cross-link,
kernel,kernel.emf,ModelElement,True,(none),(none),annotations,val,Annotation,owner,flag: unreachable,containment owner,unreachable
kernel,kernel.emf,ModelElement,True,(none),(none),incomingTraces,ref,TraceLink,target,ref,cross-link,unreachable
kernel,kernel.emf,ModelElement,True,(none),(none),outgoingTraces,ref,TraceLink,source,ref,cross-link,unreachable
kernel,kernel.emf,Multiplicity,False,InformationItem.cardinality,InformationItem.cardinality,,,,,ok,leaf classifier,
kernel,kernel.emf,NamedModelElement,True,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
kernel,kernel.emf,ProductionReadinessAssessment,False,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,findings,val,ReadinessFinding,assessment,flag: multiple-containment,containment owner,multiple-containment
kernel,kernel.emf,ProductionReadinessAssessment,False,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,checks,val,ReadinessCheck,assessment,val,containment owner,multiple-containment
kernel,kernel.emf,ProductionReadinessAssessment,False,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,CIMModel.readiness; PIMModel.readiness; AwsPsmModel.readiness,manualDecisions,val,ManualDecision,assessment,val,containment owner,multiple-containment
kernel,kernel.emf,ReadinessCheck,False,ProductionReadinessAssessment.checks,ProductionReadinessAssessment.checks,affectedElements,ref,ModelElement,,ref,cross-link,
kernel,kernel.emf,ReadinessFinding,False,ProductionReadinessAssessment.findings,ProductionReadinessAssessment.findings,affectedElements,ref,ModelElement,,ref,cross-link,
kernel,kernel.emf,SemanticRelationship,True,(none),(none),,,,,flag: unreachable,leaf classifier,unreachable
kernel,kernel.emf,StructuredDocument,False,AwsPsmModel.documents,AwsPsmModel.documents,,,,,ok,leaf classifier,
kernel,kernel.emf,TraceLink,False,TraceModel.links,TraceModel.links,source,ref,ModelElement,outgoingTraces,ref,cross-link,
